Model,Capacity,NAND Type,Format,Interface,Released,Controller,DRAM,Product URL
Kingston FURY Renegade,500 GB 1 TB 2 TB 4 TB,TLC,M.2 2280,PCIe 4.0 x4,2021,Phison E18,Yes,https://www.techpowerup.com/ssd-specs/kingston-fury-renegade-1-tb.d609
Kingston FURY Renegade (w/ Heatsink),500 GB 1 TB 2 TB 4 TB,TLC,M.2 2280,PCIe 4.0 x4,2021,Phison E18,Yes,https://www.techpowerup.com/ssd-specs/kingston-fury-renegade-w-heatsink-1-tb.d1183
Kingston KC1000,240 GB 480 GB 960 GB,TLC,M.2 2280,PCIe 3.0 x4,2017,Phison E7,Yes,https://www.techpowerup.com/ssd-specs/kingston-kc1000-960-gb.d319
Kingston KC2000,250 GB 500 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 3.0 x4,2019,SM2262ENG,Yes,https://www.techpowerup.com/ssd-specs/kingston-kc2000-1-tb.d279
Kingston KC2500,250 GB 500 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 3.0 x4,2021,SM2262ENG,Yes,https://www.techpowerup.com/ssd-specs/kingston-kc2500-1-tb.d264
Kingston KC3000 (Kioxia BiCS5 HDR 1Tb),4 TB,TLC,M.2 2280,PCIe 4.0 x4,2023,Phison E18,Yes,https://www.techpowerup.com/ssd-specs/kingston-kc3000-4-tb.d1908
Kingston KC3000 (Kioxia BiCS5 HDR 512Gb),1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2023,Phison E18,Yes,https://www.techpowerup.com/ssd-specs/kingston-kc3000-1-tb.d1906
Kingston KC3000 (Micron B47R),512 GB 1 TB 2 TB 4 TB,TLC,M.2 2280,PCIe 4.0 x4,2021,Phison E18,Yes,https://www.techpowerup.com/ssd-specs/kingston-kc3000-1-tb.d259
Kingston KC400,128 GB 256 GB 512 GB 1 TB,TLC,2.5,SATA 6 Gbps,2016,Phison S10,Yes,https://www.techpowerup.com/ssd-specs/kingston-kc400-1-tb.d307
Kingston KC600 (SM2259 + Micron B16A),512 GB,TLC,2.5,SATA 6 Gbps,2020,SM2259H,Yes,https://www.techpowerup.com/ssd-specs/kingston-kc600-512-gb.d1568
Kingston KC600 (SM2259 + Micron B27A),256 GB 512 GB 1 TB 2 TB,TLC,2.5,SATA 6 Gbps,2019,SM2259H,Yes,https://www.techpowerup.com/ssd-specs/kingston-kc600-1-tb.d293
Kingston KC600 (SM2259 + Micron B47R),1 TB,TLC,2.5,SATA 6 Gbps,2023,SM2259H,Yes,https://www.techpowerup.com/ssd-specs/kingston-kc600-1-tb.d1562
Kingston NV1 (Phison E13T + Micron N18A),250 GB 500 GB 1 TB 2 TB,QLC,M.2 2280,PCIe 3.0 x4,2021,Phison 13T,HMB,https://www.techpowerup.com/ssd-specs/kingston-nv1-1-tb.d1037
Kingston NV1 (SM2263XT + Kioxia BiCS5),1 TB,TLC,M.2 2280,PCIe 3.0 x4,2021,SM2263XT,HMB,https://www.techpowerup.com/ssd-specs/kingston-nv1-1-tb.d1423
Kingston NV1 (SM2263XT + Micron N28A),250 GB 500 GB 1 TB 2 TB,QLC,M.2 2280,PCIe 3.0 x4,2021,SM2263XT,HMB,https://www.techpowerup.com/ssd-specs/kingston-nv1-1-tb.d1033
Kingston NV2 (Phison E19T + Kioxia BiCS5 512Gb),250 GB 500 GB,TLC,M.2 2280,PCIe 4.0 x4,Unknown,Phison E19T,HMB,https://www.techpowerup.com/ssd-specs/kingston-nv2-500-gb.d2114
Kingston NV2 (Phison E19T + Micron B47R),250 GB 500 GB,TLC,M.2 2280,PCIe 4.0 x4,Unknown,Phison E19T,HMB,https://www.techpowerup.com/ssd-specs/kingston-nv2-500-gb.d2116
Kingston NV2 (Phison E21T + Intel N38A),1 TB,QLC,M.2 2280,PCIe 4.0 x4,Unknown,Phison E21T,HMB,https://www.techpowerup.com/ssd-specs/kingston-nv2-1-tb.d2112
Kingston NV2 (Phison E21T + Kioxia BiCS5 1Tb),1 TB 2 TB 4 TB,TLC,M.2 2280,PCIe 4.0 x4,2022,Phison E21T,HMB,https://www.techpowerup.com/ssd-specs/kingston-nv2-1-tb.d2109
Kingston NV2 (Phison E21T + Kioxia BiCS5 512Gb),250 GB 500 GB 1 TB,TLC,M.2 2280,PCIe 4.0 x4,2022,Phison E21T,HMB,https://www.techpowerup.com/ssd-specs/kingston-nv2-1-tb.d1043
Kingston NV2 (Phison E21T + Micron N48R),1 TB 2 TB 4 TB,QLC,M.2 2280,PCIe 4.0 x4,Unknown,Phison E21T,HMB,https://www.techpowerup.com/ssd-specs/kingston-nv2-1-tb.d2106
Kingston NV2 (Phison E21T),2 TB 4 TB,TLC,M.2 2280,PCIe 4.0 x4,2022,Phison E21T,HMB,https://www.techpowerup.com/ssd-specs/kingston-nv2-2-tb.d1044
Kingston NV2 (SM2267XT + Intel N38A),1 TB 2 TB,QLC,M.2 2280,PCIe 4.0 x4,2022,SM2267XT,HMB,https://www.techpowerup.com/ssd-specs/kingston-nv2-1-tb.d1284
Kingston NV2 (SM2267XT + YMTC CDT1B),250 GB 500 GB 1 TB,TLC,M.2 2280,PCIe 4.0 x4,Unknown,SM2267XT,HMB,https://www.techpowerup.com/ssd-specs/kingston-nv2-1-tb.d2105
Kingston NV2 (SM2267XT),250 GB 500 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2022,SM2267XT,HMB,https://www.techpowerup.com/ssd-specs/kingston-nv2-1-tb.d1187
Kingston NV2 (SM2269XT + Kioxia BiCS5 1Tb),1 TB 2 TB 4 TB,TLC,M.2 2280,PCIe 4.0 x4,Unknown,SM2269XT,HMB,https://www.techpowerup.com/ssd-specs/kingston-nv2-1-tb.d2099
Kingston NV2 (SM2269XT + Micron B47R),500 GB,TLC,M.2 2280,PCIe 4.0 x4,Unknown,SM2267XT,HMB,https://www.techpowerup.com/ssd-specs/kingston-nv2-500-gb.d2102
Kingston NV2 (SM2269XT + Micron N48R),1 TB 2 TB,QLC,M.2 2280,PCIe 4.0 x4,Unknown,SM2269XT,HMB,https://www.techpowerup.com/ssd-specs/kingston-nv2-1-tb.d2097
Kingston NV2 (Tenafe TC2200 + Intel N38A),1 TB 2 TB,QLC,M.2 2280,PCIe 4.0 x4,Unknown,TC2200,HMB,https://www.techpowerup.com/ssd-specs/kingston-nv2-1-tb.d2095
Kingston NV2 (Tenafe TC2200 + YMTC CDT1B),250 GB 500 GB 1 TB,TLC,M.2 2280,PCIe 4.0 x4,Unknown,TC2200,HMB,https://www.techpowerup.com/ssd-specs/kingston-nv2-1-tb.d2092
Kingston NV3 (Phison E27T + Kioxia BiCS6 TLC 1Tb),1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2024,Phison E27T,HMB,https://www.techpowerup.com/ssd-specs/kingston-nv3-1-tb.d2164
Kingston NV3 (SM2268XT2 + Kioxia BiCS6 QLC 1Tb),500 GB 1 TB 2 TB,QLC,M.2 2280,PCIe 4.0 x4,2024,SM2268XT2,HMB,https://www.techpowerup.com/ssd-specs/kingston-nv3-1-tb.d2162
Kingston NV3 (TenaFe TC2201 + Kioxia BiCS6 QLC 1Tb),2 TB,QLC,M.2 2280,PCIe 4.0 x4,2024,TC2201,HMB,https://www.techpowerup.com/ssd-specs/kingston-nv3-2-tb.d2215
Kingston NV3 (TenaFe TC2201 + YMTC QLC 1Tb X3-6070),1 TB 2 TB,QLC,M.2 2280,PCIe 4.0 x4,2024,TC2201,HMB,https://www.techpowerup.com/ssd-specs/kingston-nv3-1-tb.d2261
Kingston UV400,120 GB 240 GB 480 GB 960 GB,TLC,2.5,SATA 6 Gbps,2016,88SS1074,Yes,https://www.techpowerup.com/ssd-specs/kingston-uv400-960-gb.d303
Kingston UV500,120 GB 240 GB 480 GB 960 GB 1.9 TB,TLC,2.5,SATA 6 Gbps,2018,88SS1074,Yes,https://www.techpowerup.com/ssd-specs/kingston-uv500-960-gb.d298
Kioxia BG6 (Kioxia BiCS5),256 GB 512 GB,TLC,M.2 2230,PCIe 4.0 x4,2023,SM2268XT,HMB,https://www.techpowerup.com/ssd-specs/kioxia-bg6-512-gb.d1748
Kioxia BG6 (Kioxia BiCS5),256 GB 512 GB,TLC,M.2 2280,PCIe 4.0 x4,2023,SM2268XT,HMB,https://www.techpowerup.com/ssd-specs/kioxia-bg6-512-gb.d1745
Kioxia BG6 (Kioxia BiCS6),1 TB 2 TB,TLC,M.2 2230,PCIe 4.0 x4,2023,SM2268XT,HMB,https://www.techpowerup.com/ssd-specs/kioxia-bg6-1-tb.d1747
Kioxia BG6 (Kioxia BiCS6),1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2023,SM2268XT,HMB,https://www.techpowerup.com/ssd-specs/kioxia-bg6-1-tb.d1744
Kioxia CD6-R,960 GB 1.9 TB 3.8 TB 7.5 TB 15 TB,TLC,U.2,PCIe 4.0 x4,2020,88SS1132,Yes,https://www.techpowerup.com/ssd-specs/kioxia-cd6-r-960-gb.d760
Kioxia CD8-R,7.5 TB,TLC,U.2,PCIe 4.0 x4,2021,TC58NC1030GTB V2,Yes,https://www.techpowerup.com/ssd-specs/kioxia-cd8-r-7-5-tb.d2224
Kioxia Exceria,240 GB 480 GB 960 GB,TLC,2.5,SATA 6 Gbps,2021,Phison S11,No,https://www.techpowerup.com/ssd-specs/kioxia-exceria-960-gb.d1364
Kioxia Exceria G2,500 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 3.0 x4,2021,Phison E12S,Yes,https://www.techpowerup.com/ssd-specs/kioxia-exceria-g2-1-tb.d1341
Kioxia Exceria Plus,500 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 3.0 x4,2020,Phison E12S,Yes,https://www.techpowerup.com/ssd-specs/kioxia-exceria-plus-1-tb.d575
Kioxia Exceria Plus G2,500 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 3.0 x4,2024,Phison E12S,Yes,https://www.techpowerup.com/ssd-specs/kioxia-exceria-plus-g2-1-tb.d2022
Kioxia Exceria Plus G3,2 TB,TLC,M.2 2280,PCIe 4.0 x4,2023,Phison E21T,HMB,https://www.techpowerup.com/ssd-specs/kioxia-exceria-plus-g3-2-tb.d1923
Kioxia Exceria Pro,1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2021,Phison E18,Yes,https://www.techpowerup.com/ssd-specs/kioxia-exceria-pro-1-tb.d778
Kioxia FL6,800 GB 1.6 TB 3 TB,SLC,U.3,PCIe 4.0 x4,2021,TC58NC1132GTC,Yes,https://www.techpowerup.com/ssd-specs/kioxia-fl6-800-gb.d1880
Kioxia XG6,512 GB 1 TB,TLC,M.2 2280,PCIe 3.0 x4,2019,TC58NCP090GSD (Phison E7),Yes,https://www.techpowerup.com/ssd-specs/kioxia-xg6-1-tb.d2170
Kioxia XG8,512 GB 1 TB 2 TB 4 TB,TLC,M.2 2280,PCIe 4.0 x4,2022,IG5236,Yes,https://www.techpowerup.com/ssd-specs/kioxia-xg8-1-tb.d1054
Klevv CRAS C910,500 GB 1 TB,TLC,M.2 2280,PCIe 4.0 x4,2022,IG5220,HMB,https://www.techpowerup.com/ssd-specs/klevv-cras-c910-1-tb.d1197
Klevv CRAS C910 (RTS5772DL + SK Hynix V6 512Gb),1 TB 4 TB,TLC,M.2 2280,PCIe 4.0 x4,2022,RTS5772DL,HMB,https://www.techpowerup.com/ssd-specs/klevv-cras-c910-1-tb.d2241
Klevv CRAS C920,1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2021,Phison E18,Yes,https://www.techpowerup.com/ssd-specs/klevv-cras-c920-1-tb.d613
Klevv CRAS C925,500 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2024,MAP1602A,HMB,https://www.techpowerup.com/ssd-specs/klevv-cras-c925-1-tb.d2217
Klevv CRAS C930,1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2022,IG5236,Yes,https://www.techpowerup.com/ssd-specs/klevv-cras-c930-1-tb.d1196
Klevv CRAS CR700 RGB,480 GB 960 GB,TLC,M.2 2280,PCIe 3.0 x4,2019,SM2263EN,Yes,https://www.techpowerup.com/ssd-specs/klevv-cras-cr700-rgb-960-gb.d1066
Klevv Genuine G560,1 TB 2 TB 4 TB,TLC,M.2 2280,PCIe 5.0 x4,2024,Phison E26,Yes,https://www.techpowerup.com/ssd-specs/klevv-genuine-g560-1-tb.d2248
Kodak X100 (SM2259XT + Micron B47R),120 GB 240 GB 480 GB 960 GB,TLC,2.5,SATA 6 Gbps,2021,SM2259XT,No,https://www.techpowerup.com/ssd-specs/kodak-x100-960-gb.d1079
Kootion X16 Plus,1 TB,TLC,M.2 2280,PCIe 4.0 x4,2023,MAP1602A,HMB,https://www.techpowerup.com/ssd-specs/kootion-x16-plus-1-tb.d1922
Lenovo Legion Go,1 TB,TLC,M.2 2242,PCIe 4.0 x4,2023,WD 20-82-10081,HMB,https://www.techpowerup.com/ssd-specs/lenovo-legion-go-1-tb.d1884
Lexar Ares (MAP1602 + Micron B58R),4 TB 8 TB,TLC,M.2 2280,PCIe 4.0 x4,2024,MAP1602A,HMB,https://www.techpowerup.com/ssd-specs/lexar-ares-4-tb.d2232
Lexar Ares (MAP1602 + YMTC X3-9070 EET1A),512 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2023,MAP1602A,HMB,https://www.techpowerup.com/ssd-specs/lexar-ares-1-tb.d1479
Lexar NM600,240 GB 480 GB,TLC,M.2 2280,PCIe 3.0 x4,2019,SM2263XT,HMB,https://www.techpowerup.com/ssd-specs/lexar-nm600-480-gb.d593
Lexar NM610,250 GB 500 GB 1 TB,TLC,M.2 2280,PCIe 3.0 x4,2020,SM2263XT,HMB,https://www.techpowerup.com/ssd-specs/lexar-nm610-1-tb.d590
Lexar NM610 Pro,500 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 3.0 x4,2023,SM2263XT,No,https://www.techpowerup.com/ssd-specs/lexar-nm610-pro-1-tb.d1596
Lexar NM620 (IG5216 + Micron B27B),256 GB 512 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 3.0 x4,2021,IG5216,HMB,https://www.techpowerup.com/ssd-specs/lexar-nm620-1-tb.d584
Lexar NM620 (MAP1202 + Micron B47R),256 GB 512 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 3.0 x4,2023,MAP1202A-F1C,HMB,https://www.techpowerup.com/ssd-specs/lexar-nm620-1-tb.d1522
Lexar NM700,256 GB 512 GB 1 TB,TLC,M.2 2280,PCIe 3.0 x4,2020,88SS1092,Yes,https://www.techpowerup.com/ssd-specs/lexar-nm700-1-tb.d581
Lexar NM710,500 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2023,MAP1602A,HMB,https://www.techpowerup.com/ssd-specs/lexar-nm710-1-tb.d1665
Lexar NM790,512 GB 1 TB 2 TB 4 TB,TLC,M.2 2280,PCIe 4.0 x4,2023,MAP1602A,HMB,https://www.techpowerup.com/ssd-specs/lexar-nm790-1-tb.d1493
Lexar NM800,512 GB 1 TB,TLC,M.2 2280,PCIe 4.0 x4,2021,IG5236,Yes,https://www.techpowerup.com/ssd-specs/lexar-nm800-1-tb.d579
Lexar NM800 Pro,512 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2022,IG5236,Yes,https://www.techpowerup.com/ssd-specs/lexar-nm800-pro-1-tb.d874
Lexar NM800 Pro (w/ Heatsink),512 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2022,IG5236,Yes,https://www.techpowerup.com/ssd-specs/lexar-nm800-pro-w-heatsink-1-tb.d872
Lexar NQ100,240 GB 480 GB 960 GB,QLC,2.5,SATA 6 Gbps,2021,MAS0902A-B2C,No,https://www.techpowerup.com/ssd-specs/lexar-nq100-960-gb.d600
Lexar NQ790,500 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2024,MAP1602A,HMB,https://www.techpowerup.com/ssd-specs/lexar-nq790-1-tb.d2091
Lexar NS100,256 GB 512 GB,TLC,2.5,SATA 6 Gbps,2018,88NV1120,No,https://www.techpowerup.com/ssd-specs/lexar-ns100-512-gb.d599
Lexar NS200,240 GB 480 GB 960 GB,TLC,2.5,SATA 6 Gbps,2018,SM2258H,Yes,https://www.techpowerup.com/ssd-specs/lexar-ns200-960-gb.d596
Lexar Play,1 TB,TLC,M.2 2230,PCIe 4.0 x4,2023,SM2269XT,HMB,https://www.techpowerup.com/ssd-specs/lexar-play-1-tb.d1818
Lexar Play,4 TB,TLC,M.2 2280,PCIe 4.0 x4,2024,MAP1602A,HMB,https://www.techpowerup.com/ssd-specs/lexar-play-4-tb.d2172
Longsys FORESEE ORCA 4836 Max,1.6 TB 3 TB 6 TB,TLC,U.2,PCIe 4.0 x4,2023,NVMe3108,Yes,https://www.techpowerup.com/ssd-specs/longsys-foresee-orca-4836-max-1-6-tb.d1835
Longsys FORESEE ORCA 4836 Pro,1.9 TB 3.8 TB 7.5 TB,TLC,U.2,PCIe 4.0 x4,2023,NVMe3108,Yes,https://www.techpowerup.com/ssd-specs/longsys-foresee-orca-4836-pro-1-9-tb.d1833
MLD M500,1 TB,TLC,M.2 2280,PCIe 4.0 x4,2023,Phison E21T,HMB,https://www.techpowerup.com/ssd-specs/mld-m500-1-tb.d1796
MLD M700,1 TB,TLC,M.2 2280,PCIe 4.0 x4,Unknown,Phison E18,Yes,https://www.techpowerup.com/ssd-specs/mld-m700-1-tb.d1996
MSI Spatium M370,1 TB 2 TB,TLC,M.2 2280,PCIe 3.0 x4,2021,Phison E15,HMB,https://www.techpowerup.com/ssd-specs/msi-spatium-m370-1-tb.d572
MSI Spatium M390,250 GB 500 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 3.0 x4,2021,Phison E15,HMB,https://www.techpowerup.com/ssd-specs/msi-spatium-m390-1-tb.d566
MSI Spatium M450 (Phison E19 + Kioxia BiCS5),1 TB,TLC,M.2 2280,PCIe 4.0 x4,2022,Phison E19T,HMB,https://www.techpowerup.com/ssd-specs/msi-spatium-m450-1-tb.d1567
MSI Spatium M450 (Phison E19 + Micron B47R),250 GB 500 GB 1 TB,TLC,M.2 2280,PCIe 4.0 x4,2022,Phison E19T,HMB,https://www.techpowerup.com/ssd-specs/msi-spatium-m450-1-tb.d704
MSI Spatium M450 (Phison E19 + SK Hynix V7 512Gb),500 GB,TLC,M.2 2280,PCIe 4.0 x4,2022,Phison E19T,HMB,https://www.techpowerup.com/ssd-specs/msi-spatium-m450-500-gb.d2077
MSI Spatium M461,500 GB 1 TB 2 TB 4 TB,QLC,M.2 2280,PCIe 4.0 x4,2022,Phison E21T,HMB,https://www.techpowerup.com/ssd-specs/msi-spatium-m461-1-tb.d1703
MSI Spatium M470,1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2021,Phison E16,Yes,https://www.techpowerup.com/ssd-specs/msi-spatium-m470-1-tb.d564
MSI Spatium M480,500 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2021,Phison E18,Yes,https://www.techpowerup.com/ssd-specs/msi-spatium-m480-1-tb.d273
MSI Spatium M480 Play,1 TB 2 TB 4 TB,TLC,M.2 2280,PCIe 4.0 x4,2022,Phison E18,Yes,https://www.techpowerup.com/ssd-specs/msi-spatium-m480-play-1-tb.d763
MSI Spatium M480 Pro,2 TB,TLC,M.2 2280,PCIe 4.0 x4,2022,Phison E18,Yes,https://www.techpowerup.com/ssd-specs/msi-spatium-m480-pro-2-tb.d1514
MSI Spatium M482,1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2023,Phison E27T,HMB,https://www.techpowerup.com/ssd-specs/msi-spatium-m482-1-tb.d2198
MSI Spatium M560,1 TB,TLC,M.2 2280,PCIe 5.0 x4,2024,Phison E31T,HMB,https://www.techpowerup.com/ssd-specs/msi-spatium-m560-1-tb.d2024
MSI Spatium M570 HS,1 TB 2 TB,TLC,M.2 2280,PCIe 5.0 x4,2022,Phison E26,Yes,https://www.techpowerup.com/ssd-specs/msi-spatium-m570-hs-1-tb.d1057
MSI Spatium M570 Pro Frozr,1 TB 2 TB 4 TB,TLC,M.2 2280,PCIe 5.0 x4,2023,Phison E26,Yes,https://www.techpowerup.com/ssd-specs/msi-spatium-m570-pro-frozr-1-tb.d1843
MSI Spatium M580 Frozr 2TB,2 TB,TLC,M.2 2280,PCIe 5.0 x4,2024,Phison E26,Yes,https://www.techpowerup.com/ssd-specs/msi-spatium-m580-frozr-2tb-2-tb.d1974
MSI Spatium M580 Frozr 4TB,4 TB,TLC,M.2 2280,PCIe 5.0 x4,2024,Phison E26,Yes,https://www.techpowerup.com/ssd-specs/msi-spatium-m580-frozr-4tb-4-tb.d1975
MSI Spatium M580 Frozr Liquid,2 TB,TLC,M.2 2280,PCIe 5.0 x4,2024,Phison E26,Yes,https://www.techpowerup.com/ssd-specs/msi-spatium-m580-frozr-liquid-2-tb.d1879
MSI Spatium S270 (Kioxia BiCS5 512Gb),120 GB 240 GB 480 GB,TLC,2.5,SATA 6 Gbps,2023,Phison S11,No,https://www.techpowerup.com/ssd-specs/msi-spatium-s270-480-gb.d2083
MSI Spatium S270 (Spectek B17A),960 GB,TLC,2.5,SATA 6 Gbps,2023,Phison S11,No,https://www.techpowerup.com/ssd-specs/msi-spatium-s270-960-gb.d2082
Magix Alpha EVO,120 GB 240 GB 480 GB 960 GB,TLC,2.5,SATA 6 Gbps,2022,SM2258XT,No,https://www.techpowerup.com/ssd-specs/magix-alpha-evo-960-gb.d1142
Mancer Blink X1 (SM2258XT + TLC),240 GB 512 GB,TLC,2.5,SATA 6 Gbps,2022,SM2258XT,No,https://www.techpowerup.com/ssd-specs/mancer-blink-x1-512-gb.d1537
Mancer Blink X1 (SM2259XT + TLC),240 GB 512 GB,TLC,2.5,SATA 6 Gbps,2022,SM2259XT,No,https://www.techpowerup.com/ssd-specs/mancer-blink-x1-512-gb.d1538
Mancer Blink X1 (YS9082HC + Intel N38A),240 GB 512 GB,QLC,2.5,SATA 6 Gbps,2022,YS9082HC,No,https://www.techpowerup.com/ssd-specs/mancer-blink-x1-512-gb.d1536
Memblaze P7946,6 TB,TLC,U.2,PCIe 5.0 x4,2023,Bravera,Yes,https://www.techpowerup.com/ssd-specs/memblaze-p7946-6-tb.d1582
Memblaze PBlaze5 C916,6.4 TB,TLC,Add-In Card,PCIe 3.0 x8,2020,PM8607,Yes,https://www.techpowerup.com/ssd-specs/memblaze-pblaze5-c916-6-4-tb.d1590
Memblaze PBlaze5 D510,1.9 TB 3.8 TB,TLC,U.2,PCIe 3.0 x4,Unknown,PM8632A1-F3EI,Yes,https://www.techpowerup.com/ssd-specs/memblaze-pblaze5-d510-1-9-tb.d1830
Memblaze PBlaze6 6530,1.9 TB 3.8 TB 7.5 TB,TLC,U.2,PCIe 4.0 x4,2021,NVMe3108,Yes,https://www.techpowerup.com/ssd-specs/memblaze-pblaze6-6530-1-9-tb.d2007
Memblaze PBlaze7 7940,3.8 TB 7.5 TB 15 TB 31 TB,TLC,U.2,PCIe 5.0 x4,2023,Bravera,Yes,https://www.techpowerup.com/ssd-specs/memblaze-pblaze7-7940-3-8-tb.d1592
Memblaze PBlaze7 7A40,3.8 TB 7.5 TB 15 TB,TLC,U.2,PCIe 5.0 x4,2024,Zhenyue 510,Yes,https://www.techpowerup.com/ssd-specs/memblaze-pblaze7-7a40-3-8-tb.d2187
Meta Quest Pro Embedded SSD,256 GB,TLC,Embedded,Unknown,2022,Unknown,No,https://www.techpowerup.com/ssd-specs/meta-quest-pro-embedded-ssd-256-gb.d2180
MiWhole CT100,512 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 3.0 x4,Unknown,MAP1202A-F1C,HMB,https://www.techpowerup.com/ssd-specs/miwhole-ct100-1-tb.d1501
MiWhole CT200,512 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2022,MAP1602A,HMB,https://www.techpowerup.com/ssd-specs/miwhole-ct200-1-tb.d1504
MiWhole CT300,512 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2022,MAP1602A,HMB,https://www.techpowerup.com/ssd-specs/miwhole-ct300-1-tb.d1421
Micron 2400,512 GB 1 TB 2 TB,QLC,M.2 2280,PCIe 4.0 x4,2022,SM2269XT,HMB,https://www.techpowerup.com/ssd-specs/micron-2400-1-tb.d803
Micron 2400,512 GB 1 TB 2 TB,QLC,M.2 2242,PCIe 4.0 x4,2022,SM2269XT,HMB,https://www.techpowerup.com/ssd-specs/micron-2400-1-tb.d806
Micron 2400,512 GB 1 TB 2 TB,QLC,M.2 2230,PCIe 4.0 x4,2022,SM2269XT,HMB,https://www.techpowerup.com/ssd-specs/micron-2400-1-tb.d809
Micron 2550,256 GB 512 GB 1 TB,TLC,M.2 2280,PCIe 4.0 x4,2022,Phison E21T,HMB,https://www.techpowerup.com/ssd-specs/micron-2550-1-tb.d1280
Micron 2650,256 GB 512 GB 1 TB,TLC,M.2 2280,PCIe 4.0 x4,2024,Phison E27T,HMB,https://www.techpowerup.com/ssd-specs/micron-2650-1-tb.d2133
Micron 3500,512 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2023,Phison E25,Yes,https://www.techpowerup.com/ssd-specs/micron-3500-1-tb.d1798
Micron 5200 Max,240 GB 480 GB 960 GB 1.9 TB,TLC,2.5,SATA 6 Gbps,2018,88SS1074,Yes,https://www.techpowerup.com/ssd-specs/micron-5200-max-960-gb.d1840
Micron 5210 ION,960 GB 1.9 TB 3.8 TB 7.5 TB,QLC,2.5,SATA 6 Gbps,2018,88SS1074,Yes,https://www.techpowerup.com/ssd-specs/micron-5210-ion-960-gb.d1348
Micron 5300 Pro,240 GB 480 GB 960 GB 1.9 TB 3.8 TB 7.5 TB,TLC,2.5,SATA 6 Gbps,2019,88SS1074,Yes,https://www.techpowerup.com/ssd-specs/micron-5300-pro-960-gb.d2192
Micron 5300 Pro,240 GB 480 GB,TLC,M.2 2280,SATA 6 Gbps,2019,88SS1074,Yes,https://www.techpowerup.com/ssd-specs/micron-5300-pro-480-gb.d2197
Micron 6550 ION,31 TB 61 TB,TLC,U.2,PCIe 5.0 x4,2024,Unknown,Yes,https://www.techpowerup.com/ssd-specs/micron-6550-ion-31-tb.d2243
Micron 7400 Pro,960 GB 1.9 TB 3.8 TB 7.5 TB,TLC,U.3,PCIe 4.0 x4,2021,9AC01,Yes,https://www.techpowerup.com/ssd-specs/micron-7400-pro-960-gb.d2230
Micron 7450 Pro,15 TB,TLC,U.3,PCIe 4.0 x4,2022,9AC06,Yes,https://www.techpowerup.com/ssd-specs/micron-7450-pro-15-tb.d1869
Micron 9100 Max,1.2 TB 2.3 TB,MLC,U.2,PCIe 3.0 x4,2017,89HF16P04CG3,Yes,https://www.techpowerup.com/ssd-specs/micron-9100-max-1-2-tb.d1825
Micron 9100 Max,1.2 TB 2.3 TB,MLC,Add-In Card,PCIe 3.0 x4,2017,89HF16P04CG3,Yes,https://www.techpowerup.com/ssd-specs/micron-9100-max-1-2-tb.d1823
Micron 9100 Pro,800 GB 1.6 TB 3 TB,MLC,U.2,PCIe 3.0 x4,2017,89HF16P04CG3,Yes,https://www.techpowerup.com/ssd-specs/micron-9100-pro-800-gb.d1826
Micron 9300 Pro,3.8 TB 7.5 TB 15 TB,TLC,U.2,PCIe 3.0 x4,2019,PM8607,Yes,https://www.techpowerup.com/ssd-specs/micron-9300-pro-3-8-tb.d1286
Micron 9400 Max,13 TB 26 TB,TLC,U.3,PCIe 4.0 x4,2023,NVMe 3016,Yes,https://www.techpowerup.com/ssd-specs/micron-9400-max-13-tb.d1498
